weight,latitude,longitude
40,57.7029613,11.9041512
37,57.7032653,11.9034128
36,57.7030885,11.9037591
35,57.7032653,11.9034128
35,57.7029281,11.9044512
34,57.7029281,11.9044512
34,57.7030885,11.9037591
23,57.7032468,11.9032771
21,57.7029302,11.9042408
20,57.7028992,11.9043307
17,57.7028992,11.9043307
16,57.7030832,11.9039754
21,57.7094796,11.9094457
19,57.7096397,11.9085171
18,57.7092146,11.9092133
18,57.709214,11.9086565
31,57.7095056,11.9092378
31,57.7092486,11.908279
30,57.7094683,11.9097619
30,57.709125,11.9082252
30,57.7096397,11.9085171
29,57.7094796,11.9094457
29,57.709214,11.9086565
29,57.709214,11.9086565
29,57.709125,11.9082252
29,57.709214,11.9086565
28,57.7092486,11.908279
35,57.709125,11.9082252
34,57.7099821,11.9089051
34,57.7096397,11.9085171
34,57.7096397,11.9085171
34,57.7092247,11.9089178
34,57.7089929,11.9081684
34,57.709214,11.9086565
34,57.7092146,11.9092133
33,57.7094796,11.9094457
33,57.709214,11.9086565
33,57.7094796,11.9094457
32,57.7092146,11.9092133
32,57.7092486,11.908279
32,57.7092486,11.908279
32,57.709214,11.9086565
32,57.709214,11.9086565
41,57.7096397,11.9085171
41,57.7089929,11.9081684
52,57.7096397,11.9085171
52,57.7096397,11.9085171
52,57.709214,11.9086565
51,57.7094683,11.9097619
51,57.7096397,11.9085171
50,57.7096397,11.9085171
49,57.7092146,11.9092133
68,57.7092247,11.9089178
68,57.7094796,11.9094457
67,57.709214,11.9086565
66,57.709125,11.9082252
66,57.7094796,11.9094457
65,57.7096397,11.9085171
28,57.6980316,11.9770591
28,57.6979845,11.9765421
27,57.6980316,11.9770591
27,57.6979845,11.9765421
27,57.6980316,11.9770591
27,57.6978595,11.9769782
27,57.6976206,11.9768813
26,57.6980316,11.9770591
26,57.6978595,11.9769782
25,57.6978595,11.9769782
25,57.6976206,11.9768813
25,57.6980316,11.9770591
25,57.6976206,11.9768813
25,57.6978595,11.9769782
24,57.6978595,11.9769782
24,57.6980316,11.9770591
24,57.6978245,11.9764055
43,57.6968944,11.9774912
42,57.6978595,11.9769782
42,57.6978595,11.9769782
40,57.6980316,11.9770591
40,57.6968944,11.9774912
39,57.6980316,11.9770591
38,57.6976206,11.9768813
38,57.6979845,11.9765421
38,57.6978595,11.9769782
36,57.6968944,11.9774912
36,57.6968944,11.9774912
35,57.6978595,11.9769782
35,57.6979845,11.9765421
34,57.6978595,11.9769782
34,57.6978595,11.9769782
33,57.6981363,11.9765152
33,57.6968944,11.9774912
51,57.6981363,11.9765152
50,57.6975536,11.9764172
49,57.6980316,11.9770591
49,57.6980316,11.9770591
48,57.6968944,11.9774912
48,57.6976206,11.9768813
48,57.6978595,11.9769782
60,57.6976206,11.9768813
59,57.6981363,11.9765152
58,57.6980316,11.9770591
58,57.6976206,11.9768813
58,57.6978595,11.9769782
58,57.6980316,11.9770591
57,57.6979845,11.9765421
57,57.6978245,11.9764055
57,57.6976206,11.9768813
70,57.6975536,11.9764172
69,57.6976206,11.9768813
69,57.6981363,11.9765152
69,57.6978245,11.9764055
69,57.6981363,11.9765152
69,57.6979845,11.9765421
69,57.6978245,11.9764055
68,57.6978245,11.9764055
67,57.6978245,11.9764055
67,57.6981363,11.9765152
66,57.6976206,11.9768813
66,57.6975536,11.9764172
74,57.6968944,11.9774912
74,57.6968944,11.9774912
73,57.6975536,11.9764172
73,57.6979845,11.9765421
73,57.6976206,11.9768813
73,57.6968944,11.9774912
72,57.6976206,11.9768813
72,57.6976206,11.9768813
77,57.6968944,11.9774912
77,57.6968944,11.9774912
77,57.6968944,11.9774912
77,57.6978245,11.9764055
76,57.6975536,11.9764172
76,57.6968944,11.9774912
76,57.6975536,11.9764172
80,57.6976206,11.9768813
64,57.7066507,11.902226
61,57.7064887,11.901803
54,57.7065804,11.9020195
51,57.7065804,11.9020195
44,57.7067671,11.9024194
43,57.7068712,11.9026241
35,57.7067671,11.9024194
21,57.7065804,11.9020195
17,57.6883931,11.920802
17,57.6886607,11.9204894
28,57.6883931,11.920802
28,57.6878842,11.9212156
28,57.6885891,11.9205718
28,57.6881926,11.9210371
28,57.6878842,11.9212156
27,57.6882346,11.9225845
26,57.6880774,11.9211658
25,57.6885891,11.9205718
25,57.6891937,11.9213083
24,57.6882554,11.9209634
24,57.6883931,11.920802
24,57.6878842,11.9212156
24,57.6878842,11.9212156
24,57.6882554,11.9209634
36,57.6881926,11.9210371
36,57.6885307,11.9206414
36,57.6880167,11.922827
36,57.6878842,11.9212156
36,57.6888234,11.9220369
35,57.689107,11.9214976
34,57.6886607,11.9204894
34,57.6880774,11.9211658
34,57.6892943,11.9211678
33,57.6892943,11.9211678
33,57.6886607,11.9204894
33,57.6881926,11.9210371
33,57.689107,11.9214976
32,57.6888234,11.9220369
32,57.6892943,11.9211678
46,57.6885891,11.9205718
45,57.6884645,11.9207188
45,57.6879792,11.9211905
45,57.6885307,11.9206414
44,57.6883251,11.9208819
43,57.6878842,11.9212156
40,57.6878842,11.9212156
40,57.6884645,11.9207188
40,57.6885302,11.9224186
54,57.6879792,11.9211905
53,57.6885891,11.9205718
52,57.6882346,11.9225845
52,57.689012,11.9216308
52,57.6885891,11.9205718
52,57.6892943,11.9211678
50,57.6879792,11.9211905
50,57.6878842,11.9212156
50,57.6886607,11.9204894
49,57.6882346,11.9225845
48,57.688114,11.9226884
48,57.6885891,11.9205718
60,57.6880167,11.922827
59,57.6882346,11.9225845
59,57.6891937,11.9213083
59,57.6886173,11.9222953
58,57.6879792,11.9211905
58,57.689012,11.9216308
58,57.6881926,11.9210371
58,57.6892943,11.9211678
57,57.6885891,11.9205718
57,57.6878842,11.9212156
57,57.6882346,11.9225845
57,57.6884645,11.9207188
57,57.689012,11.9216308
56,57.6888234,11.9220369
56,57.6881926,11.9210371
56,57.688114,11.9226884
56,57.6886607,11.9204894
70,57.6880167,11.922827
69,57.6888234,11.9220369
69,57.6887311,11.922168
68,57.6880774,11.9211658
67,57.6885302,11.9224186
67,57.6885302,11.9224186
67,57.689107,11.9214976
67,57.6888234,11.9220369
67,57.6892943,11.9211678
66,57.6885302,11.9224186
66,57.689012,11.9216308
66,57.689012,11.9216308
66,57.689012,11.9216308
65,57.6886173,11.9222953
65,57.6882346,11.9225845
65,57.6880167,11.922827
64,57.6886173,11.9222953
74,57.6886173,11.9222953
73,57.688114,11.9226884
72,57.689107,11.9214976
72,57.6883251,11.9208819
72,57.6887311,11.922168
72,57.6887311,11.922168
80,57.7045525,12.01522
73,57.7045525,12.01522
71,57.704475,12.015542
69,57.704475,12.015542
63,57.7046653,12.0155081
59,57.7046653,12.0155081
58,57.7043374,12.0151188
57,57.7043374,12.0151188
50,57.7046831,12.0153856
19,57.7046653,12.0155081
19,57.7046831,12.0153856
16,57.7046653,12.0155081
83,57.708674,12.0211309
80,57.708674,12.0211309
67,57.70872,12.021828
58,57.7087216,12.0214309
57,57.7087216,12.0214309
56,57.7087216,12.0214309
55,57.7087582,12.0223354
55,57.7087216,12.0214309
54,57.708674,12.0211309
50,57.70872,12.021828
49,57.708674,12.0211309
49,57.7086996,12.0207245
47,57.70872,12.021828
32,57.708674,12.0211309
23,57.708674,12.0211309
22,57.70872,12.021828
22,57.7087216,12.0214309
17,57.708674,12.0211309
17,57.7087582,12.0223354
17,57.7086996,12.0207245
62,57.7266059,11.927066
50,57.7266059,11.927066
17,57.7266059,11.927066
20,57.7019088,11.9593636
20,57.7017286,11.9593147
27,57.7017351,11.958149
27,57.7017351,11.958149
27,57.7019424,11.9590776
27,57.7019011,11.9587524
26,57.7017059,11.9594785
26,57.7019842,11.9579484
26,57.7017059,11.9594785
25,57.7017286,11.9593147
25,57.7019088,11.9593636
25,57.7019424,11.9590776
25,57.7017374,11.9590893
25,57.7019424,11.9590776
24,57.7019011,11.9587524
24,57.7019842,11.9579484
30,57.7017286,11.9593147
30,57.7019088,11.9593636
30,57.7017701,11.9582092
30,57.7019842,11.9579484
30,57.7017059,11.9594785
30,57.7019842,11.9579484
29,57.7019424,11.9590776
29,57.7017504,11.9587488
29,57.7017286,11.9593147
29,57.7019424,11.9590776
28,57.7017374,11.9590893
28,57.7019011,11.9587524
28,57.7019889,11.9587698
28,57.7019424,11.9590776
28,57.7019424,11.9590776
28,57.7017286,11.9593147
28,57.7019088,11.9593636
35,57.7017351,11.958149
35,57.7017351,11.958149
35,57.7019011,11.9587524
34,57.7019424,11.9590776
34,57.7017604,11.9584849
34,57.7019842,11.9579484
34,57.7017374,11.9590893
33,57.7019011,11.9587524
33,57.7019842,11.9579484
33,57.7019842,11.9579484
33,57.7017374,11.9590893
32,57.7017351,11.958149
32,57.7017504,11.9587488
32,57.7017701,11.9582092
32,57.7019499,11.9584984
37,57.7017504,11.9587488
37,57.7019088,11.9593636
36,57.7017374,11.9590893
36,57.7017604,11.9584849
36,57.7017604,11.9584849
36,57.7017504,11.9587488
43,57.7017604,11.9584849
43,57.7017286,11.9593147
43,57.7017351,11.958149
43,57.7017351,11.958149
42,57.7019424,11.9590776
42,57.7017286,11.9593147
54,57.7017374,11.9590893
54,57.701764,11.95839
54,57.7017286,11.9593147
53,57.7017604,11.9584849
53,57.7019842,11.9579484
53,57.7017351,11.958149
52,57.7017374,11.9590893
52,57.7017351,11.958149
52,57.7019499,11.9584984
52,57.7019842,11.9579484
52,57.7017351,11.958149
51,57.7017351,11.958149
50,57.7017286,11.9593147
50,57.7017374,11.9590893
49,57.7017351,11.958149
49,57.7017286,11.9593147
48,57.7019842,11.9579484
61,57.7017351,11.958149
60,57.7017286,11.9593147
60,57.7017604,11.9584849
60,57.7019088,11.9593636
59,57.7017504,11.9587488
59,57.7017604,11.9584849
59,57.7017604,11.9584849
58,57.7017374,11.9590893
58,57.7017351,11.958149
58,57.7017374,11.9590893
58,57.7017059,11.9594785
58,57.7019088,11.9593636
57,57.7017604,11.9584849
57,57.7019842,11.9579484
57,57.7017374,11.9590893
57,57.7017604,11.9584849
56,57.7017604,11.9584849
56,57.7019842,11.9579484
56,57.7019424,11.9590776
56,57.7017351,11.958149
68,57.7017351,11.958149
68,57.7019842,11.9579484
68,57.7019842,11.9579484
67,57.7019088,11.9593636
67,57.7017374,11.9590893
66,57.7017351,11.958149
66,57.7017374,11.9590893
65,57.7017504,11.9587488
65,57.7017351,11.958149
65,57.7017351,11.958149
65,57.7017286,11.9593147
65,57.7017374,11.9590893
65,57.7017504,11.9587488
64,57.7017504,11.9587488
74,57.7017604,11.9584849
74,57.7017504,11.9587488
73,57.7017351,11.958149
73,57.7017604,11.9584849
72,57.7017286,11.9593147
72,57.7017374,11.9590893
72,57.7017504,11.9587488
72,57.7019842,11.9579484
21,57.7582829,12.0365797
20,57.758764,12.0383303
20,57.7599551,12.0398029
20,57.7599551,12.0398029
18,57.7600938,12.039901
17,57.7582829,12.0365797
16,57.758764,12.0383303
27,57.7586842,12.0381475
27,57.7602164,12.0399887
27,57.7591321,12.0390347
27,57.758764,12.0383303
27,57.7591321,12.0390347
27,57.7591321,12.0390347
27,57.7583761,12.0369755
26,57.7604632,12.0401036
26,57.7588428,12.0385112
26,57.7586842,12.0381475
26,57.758764,12.0383303
26,57.7589358,12.0387347
26,57.7602164,12.0399887
25,57.7586842,12.0381475
25,57.7602164,12.0399887
25,57.7586842,12.0381475
24,57.7592605,12.0391708
24,57.7592605,12.0391708
24,57.758764,12.0383303
29,57.7599551,12.0398029
28,57.7589358,12.0387347
28,57.7602164,12.0399887
28,57.7599551,12.0398029
28,57.7600938,12.039901
28,57.7586842,12.0381475
28,57.7602164,12.0399887
28,57.7588428,12.0385112
31,57.7590227,12.0388601
31,57.7602164,12.0399887
31,57.7604632,12.0401036
31,57.7584277,12.0372589
31,57.758764,12.0383303
30,57.7588428,12.0385112
30,57.7599551,12.0398029
30,57.758764,12.0383303
30,57.7600938,12.039901
30,57.7604632,12.0401036
30,57.7598154,12.0397033
33,57.7602164,12.0399887
33,57.7592605,12.0391708
33,57.7586842,12.0381475
33,57.7589358,12.0387347
33,57.7592605,12.0391708
33,57.7591321,12.0390347
32,57.7586842,12.0381475
32,57.7603308,12.0400086
32,57.7588428,12.0385112
32,57.7592605,12.0391708
32,57.7584277,12.0372589
32,57.7586842,12.0381475
32,57.7590227,12.0388601
34,57.7602164,12.0399887
34,57.7589358,12.0387347
34,57.7598154,12.0397033
34,57.7583761,12.0369755
34,57.7599551,12.0398029
34,57.7592605,12.0391708
34,57.7592605,12.0391708
34,57.7582829,12.0365797
38,57.758764,12.0383303
38,57.7588428,12.0385112
37,57.7591321,12.0390347
37,57.758764,12.0383303
37,57.7588428,12.0385112
36,57.7600938,12.039901
36,57.7583156,12.0367578
36,57.7582829,12.0365797
44,57.7583156,12.0367578
43,57.7591321,12.0390347
43,57.7600938,12.039901
43,57.7583761,12.0369755
42,57.7586842,12.0381475
42,57.7599551,12.0398029
42,57.7592605,12.0391708
42,57.7590227,12.0388601
41,57.7584277,12.0372589
40,57.7586842,12.0381475
40,57.7591321,12.0390347
52,57.7590227,12.0388601
52,57.758764,12.0383303
52,57.7602164,12.0399887
52,57.7583761,12.0369755
51,57.7598154,12.0397033
50,57.7591321,12.0390347
50,57.758764,12.0383303
49,57.758764,12.0383303
49,57.7603308,12.0400086
48,57.7599551,12.0398029
61,57.7583156,12.0367578
61,57.7588428,12.0385112
61,57.758764,12.0383303
60,57.7598154,12.0397033
60,57.7588428,12.0385112
58,57.7600938,12.039901
58,57.7583156,12.0367578
57,57.7590227,12.0388601
57,57.7603308,12.0400086
57,57.7603308,12.0400086
57,57.7591321,12.0390347
70,57.7600938,12.039901
68,57.7584277,12.0372589
67,57.7600938,12.039901
67,57.7586842,12.0381475
67,57.7583156,12.0367578
66,57.7592605,12.0391708
66,57.7591321,12.0390347
65,57.7599551,12.0398029
65,57.7583156,12.0367578
64,57.758764,12.0383303
64,57.7589358,12.0387347
23,57.7299104,12.0154134
23,57.7290316,12.0108867
22,57.7289425,12.0110428
21,57.7299104,12.0154134
21,57.7288287,12.0105028
20,57.7290316,12.0108867
19,57.7290316,12.0108867
18,57.7299104,12.0154134
18,57.7299104,12.0154134
17,57.7299104,12.0154134
16,57.7299104,12.0154134
16,57.7299104,12.0154134
25,57.7292976,12.0130623
25,57.7295822,12.0136777
25,57.7299104,12.0154134
24,57.7299104,12.0154134
24,57.7299104,12.0154134
24,57.7299104,12.0154134
24,57.7299104,12.0154134
24,57.7291985,12.0120496
24,57.7290499,12.0114229
24,57.7298879,12.0134481
25,57.7299104,12.0154134
25,57.7299104,12.0154134
25,57.7299104,12.0154134
25,57.729784,12.0135265
25,57.7292722,12.0124959
25,57.7299104,12.0154134
25,57.7302225,12.0206737
25,57.7296839,12.0136014
27,57.7299104,12.0154134
27,57.7299104,12.0154134
27,57.7299104,12.0154134
26,57.7294807,12.0137559
26,57.7299104,12.0154134
26,57.7292722,12.0124959
26,57.7299104,12.0154134
26,57.7299104,12.0154134
26,57.7288827,12.0106506
26,57.729784,12.0135265
26,57.7299104,12.0154134
26,57.7294807,12.0137559
26,57.729784,12.0135265
29,57.7289459,12.0109597
29,57.7299104,12.0154134
29,57.7292023,12.0121752
29,57.7288911,12.0103361
29,57.7299104,12.0154134
29,57.7288336,12.0103903
29,57.7299104,12.0154134
29,57.7298879,12.0134481
29,57.7299104,12.0154134
29,57.7294807,12.0137559
28,57.7288336,12.0103903
28,57.7290499,12.0114229
28,57.7299104,12.0154134
28,57.7289459,12.0109597
28,57.7293345,12.0127824
28,57.7299104,12.0154134
28,57.7299104,12.0154134
31,57.7290914,12.0121011
31,57.7289425,12.0110428
31,57.7299104,12.0154134
31,57.7299104,12.0154134
31,57.7299104,12.0154134
31,57.7293054,12.0126484
31,57.7292722,12.0124959
31,57.729784,12.0135265
31,57.7289459,12.0109597
31,57.7299104,12.0154134
30,57.7299104,12.0154134
30,57.7299104,12.0154134
30,57.7292023,12.0121752
30,57.7290914,12.0121011
30,57.7299104,12.0154134
30,57.7299104,12.0154134
30,57.7291985,12.0120496
33,57.7292416,12.0123559
33,57.7288121,12.0108658
33,57.7289425,12.0110428
33,57.7298879,12.0134481
33,57.7299104,12.0154134
33,57.7293345,12.0127824
32,57.7292722,12.0124959
32,57.7290914,12.0121011
32,57.7299104,12.0154134
32,57.7288827,12.0106506
32,57.7299104,12.0154134
32,57.7299104,12.0154134
32,57.7299104,12.0154134
32,57.7288336,12.0103903
35,57.7291985,12.0120496
35,57.7290914,12.0121011
35,57.7299104,12.0154134
34,57.7290156,12.0112773
34,57.7288336,12.0103903
34,57.7299104,12.0154134
34,57.7288336,12.0103903
34,57.7299104,12.0154134
34,57.7295822,12.0136777
34,57.7288121,12.0108658
34,57.7288336,12.0103903
34,57.7298879,12.0134481
36,57.7288336,12.0103903
36,57.7289425,12.0110428
36,57.7288121,12.0108658
36,57.7288827,12.0106506
43,57.7299104,12.0154134
43,57.7290499,12.0114229
42,57.7302225,12.0206737
42,57.7299104,12.0154134
42,57.7288911,12.0103361
42,57.7290499,12.0114229
41,57.7290914,12.0121011
41,57.7292416,12.0123559
40,57.7293345,12.0127824
40,57.7292023,12.0121752
61,57.7296839,12.0136014
60,57.7295822,12.0136777
60,57.7290499,12.0114229
60,57.7298879,12.0134481
60,57.7298879,12.0134481
59,57.7294807,12.0137559
58,57.7290156,12.0112773
58,57.7295822,12.0136777
54,57.7293054,12.0126484
53,57.7298879,12.0134481
52,57.729784,12.0135265
52,57.7290156,12.0112773
51,57.7299104,12.0154134
49,57.7291985,12.0120496
49,57.7299104,12.0154134
48,57.7290316,12.0108867
19,57.753741,11.9208268
19,57.7518086,11.920484
18,57.7512897,11.9241902
18,57.7538992,11.9209492
18,57.7537585,11.9225002
18,57.7533652,11.9230302
17,57.7525146,11.9212186
16,57.7511298,11.9240662
16,57.751111,11.9223224
21,57.751051,11.9231464
21,57.7538992,11.9209492
21,57.7530426,11.921907
21,57.751183,11.9249679
21,57.7528872,11.9217826
21,57.7509938,11.9205187
20,57.7538301,11.9217259
20,57.7511298,11.9240662
20,57.753741,11.9208268
20,57.7527195,11.9243849
20,57.7511533,11.9206405
20,57.753741,11.9208268
20,57.7509515,11.9222
20,57.7533652,11.9230302
23,57.7512237,11.9198647
23,57.7535201,11.9231494
23,57.7523555,11.9210947
23,57.7519677,11.9206081
23,57.7537585,11.9225002
22,57.7525604,11.9242614
22,57.7529022,11.9236845
22,57.7513412,11.9250896
22,57.7523844,11.924966
22,57.7524532,11.919531
22,57.7520847,11.9188566
22,57.753741,11.9208268
22,57.7536045,11.9223802
22,57.7511352,11.921466
24,57.7511533,11.9206405
24,57.7527195,11.9243849
24,57.751183,11.9249679
24,57.751051,11.9231464
24,57.7529022,11.9236845
24,57.7509938,11.9205187
24,57.7536045,11.9223802
24,57.751051,11.9231464
24,57.7519677,11.9206081
24,57.7536753,11.9216075
24,57.7527195,11.9243849
24,57.7509938,11.9205187
24,57.751183,11.9249679
24,57.751111,11.9223224
24,57.7538992,11.9209492
23,57.7530613,11.9238061
23,57.7524532,11.919531
23,57.7509757,11.9213435
23,57.7530613,11.9238061
23,57.7530613,11.9238061
25,57.7520847,11.9188566
25,57.7527195,11.9243849
25,57.7512109,11.9232681
25,57.7512897,11.9241902
25,57.7536045,11.9223802
25,57.751051,11.9231464
25,57.7536045,11.9223802
25,57.7537585,11.9225002
25,57.7524532,11.919531
25,57.7527195,11.9243849
25,57.7528872,11.9217826
25,57.7516916,11.9193896
25,57.7509938,11.9205187
24,57.7513841,11.9199854
24,57.751051,11.9231464
24,57.7511352,11.921466
24,57.7532302,11.9203253
24,57.751051,11.9231464
24,57.7526102,11.919651
24,57.7512109,11.9232681
26,57.7538301,11.9217259
26,57.7511533,11.9206405
26,57.7523555,11.9210947
26,57.7525604,11.9242614
26,57.7509515,11.9222
26,57.7522224,11.9248387
26,57.7527195,11.9243849
26,57.7522224,11.9248387
26,57.7527195,11.9243849
26,57.7528872,11.9217826
26,57.7537585,11.9225002
26,57.7509757,11.9213435
26,57.7509757,11.9213435
26,57.7516916,11.9193896
26,57.7535201,11.9231494
25,57.7511352,11.921466
25,57.7511533,11.9206405
25,57.7532302,11.9203253
25,57.7512897,11.9241902
27,57.7536753,11.9216075
27,57.7509757,11.9213435
27,57.7535201,11.9231494
27,57.7511298,11.9240662
27,57.7520847,11.9188566
27,57.7522224,11.9248387
27,57.7512109,11.9232681
27,57.7530613,11.9238061
27,57.7525146,11.9212186
27,57.7525604,11.9242614
27,57.7525146,11.9212186
27,57.7509938,11.9205187
27,57.7524532,11.919531
27,57.7524532,11.919531
27,57.7509515,11.9222
27,57.7509757,11.9213435
27,57.7535201,11.9231494
27,57.7530703,11.9201994
27,57.7535201,11.9231494
28,57.7513841,11.9199854
28,57.7536045,11.9223802
28,57.753741,11.9208268
28,57.7525604,11.9242614
28,57.7537585,11.9225002
28,57.7536045,11.9223802
28,57.7522224,11.9248387
28,57.7530703,11.9201994
28,57.7511533,11.9206405
28,57.7536045,11.9223802
28,57.7511298,11.9240662
28,57.751111,11.9223224
28,57.7530426,11.921907
28,57.7530426,11.921907
28,57.7535201,11.9231494
28,57.7526102,11.919651
27,57.7513841,11.9199854
27,57.7527195,11.9243849
27,57.7537585,11.9225002
27,57.7519256,11.9187352
29,57.7522224,11.9248387
29,57.7513412,11.9250896
29,57.7533652,11.9230302
29,57.7538992,11.9209492
29,57.7538992,11.9209492
29,57.7512237,11.9198647
29,57.7524532,11.919531
29,57.753741,11.9208268
29,57.7512237,11.9198647
29,57.7530613,11.9238061
29,57.7525146,11.9212186
29,57.7536045,11.9223802
29,57.7530703,11.9201994
29,57.7520847,11.9188566
29,57.7511298,11.9240662
29,57.7509938,11.9205187
29,57.7538301,11.9217259
29,57.7537585,11.9225002
29,57.751051,11.9231464
30,57.7530613,11.9238061
30,57.7530703,11.9201994
30,57.7528872,11.9217826
30,57.7530703,11.9201994
30,57.7523844,11.924966
30,57.7513412,11.9250896
30,57.7512109,11.9232681
30,57.751183,11.9249679
30,57.7533652,11.9230302
30,57.7530613,11.9238061
30,57.7527195,11.9243849
30,57.7509938,11.9205187
30,57.7530613,11.9238061
30,57.7512109,11.9232681
30,57.7509515,11.9222
30,57.7523844,11.924966
30,57.7536753,11.9216075
30,57.7535201,11.9231494
30,57.7523555,11.9210947
31,57.7523844,11.924966
31,57.7524532,11.919531
31,57.7536045,11.9223802
31,57.7512897,11.9241902
31,57.7527195,11.9243849
31,57.7509757,11.9213435
31,57.7524532,11.919531
31,57.7509515,11.9222
31,57.7509515,11.9222
31,57.7522224,11.9248387
